,Zip,City,State,Latitude,Longitude,2010 Census Population,Distance from Reactor,Reactor_lat,Reactor_lng
22865,28244,Charlotte,NC,35.260020000000004,-80.804151,0.0,49.61118382579665,34.99411,-81.241982
27655,28280,Charlotte,NC,35.260020000000004,-80.804151,10.0,49.61118382579665,34.99411,-81.241982
10758,28105,Matthews,NC,35.116851000000004,-80.7164,39586.0,49.76472217355209,34.99411,-81.241982
23588,28212,Charlotte,NC,35.189544,-80.74741999999999,38457.0,49.98522551619415,34.99411,-81.241982
4157,29014,Blackstock,SC,34.552119,-81.13542,1891.0,50.1173748294241,34.99411,-81.241982
6769,29378,Una,SC,34.853013,-81.772738,207.0,50.88512622747287,34.99411,-81.241982
15564,28104,Matthews,NC,35.067285,-80.68424,28040.0,51.446959640763836,34.99411,-81.241982
12092,29330,Cowpens,SC,35.043504999999996,-81.81026,8401.0,52.05693315420819,34.99411,-81.241982
6920,28080,Iron Station,NC,35.454565,-81.12368000000001,7299.0,52.33220555882015,34.99411,-81.241982
11406,28089,Lattimore,NC,35.318573,-81.66601,248.0,52.81499060460367,34.99411,-81.241982
21101,29321,Buffalo,SC,34.715641,-81.71186999999999,2596.0,52.90431842784263,34.99411,-81.241982
31626,29720,Lancaster,SC,34.729073,-80.76005,46041.0,52.95032481992397,34.99411,-81.241982
20839,28092,Lincolnton,NC,35.473447,-81.24094000000001,38570.0,53.3166586165349,34.99411,-81.241982
332,29324,Clifton,SC,34.990559999999995,-81.83270999999999,167.0,53.83008801989186,34.99411,-81.241982
23087,29329,Converse,SC,35.001748,-81.832999,278.0,53.85799418618263,34.99411,-81.241982
32158,28114,Mooresboro,NC,35.243584999999996,-81.75656,7554.0,54.422800864985476,34.99411,-81.241982
1234,28213,Charlotte,NC,35.280464,-80.75678,37309.0,54.42729318787788,34.99411,-81.241982
1358,28269,Charlotte,NC,35.329235,-80.80485999999999,71048.0,54.49287586291183,34.99411,-81.241982
17173,28215,Charlotte,NC,35.244468,-80.72164000000001,53629.0,54.924088013772305,34.99411,-81.241982
29426,28108,Mineral Springs,NC,34.916253000000005,-80.640383,54.0,55.52360195562875,34.99411,-81.241982
29948,29307,Spartanburg,SC,34.982424,-81.85729,18751.0,56.086275499095834,34.99411,-81.241982
5845,29055,Great Falls,SC,34.569908,-80.90972,4337.0,56.104263580507855,34.99411,-81.241982
7537,28227,Charlotte,NC,35.192919,-80.66821999999999,49635.0,56.70726400166609,34.99411,-81.241982
22246,28076,Henrietta,NC,35.256252,-81.77804,722.0,56.81949691133753,34.99411,-81.241982
13754,28078,Huntersville,NC,35.409544,-80.86362,52133.0,57.60052833773707,34.99411,-81.241982
29414,28079,Indian Trail,NC,35.105208000000005,-80.62098,31979.0,57.88208671839832,34.99411,-81.241982
24993,28262,Charlotte,NC,35.321279,-80.7405,37547.0,58.34377745432852,34.99411,-81.241982
22128,28090,Lawndale,NC,35.450548,-81.56223,8342.0,58.51769392169045,34.99411,-81.241982
27394,29302,Spartanburg,SC,34.926075,-81.87919000000001,16571.0,58.577729137487694,34.99411,-81.241982
8253,28019,Caroleen,NC,35.279371000000005,-81.79475,123.0,59.45494239090983,34.99411,-81.241982
4406,28037,Denver,NC,35.501447999999996,-81.00412,18287.0,60.42611878719721,34.99411,-81.241982
8154,29323,Chesnee,SC,35.131971,-81.88553,14446.0,60.56436493205256,34.99411,-81.241982
10337,29374,Pauline,SC,34.783908000000004,-81.85468,3534.0,60.593483164582224,34.99411,-81.241982
30959,29333,Drayton,SC,34.968472,-81.906376,374.0,60.61653306890389,34.99411,-81.241982
21384,28040,Ellenboro,NC,35.346886,-81.75621,7969.0,61.03917750315125,34.99411,-81.241982
25276,28110,Monroe,NC,35.031946999999995,-80.56002,50365.0,62.26875398519779,34.99411,-81.241982
24063,28031,Cornelius,NC,35.477583,-80.8924,24390.0,62.454729725382236,34.99411,-81.241982
19187,29306,Spartanburg,SC,34.925353,-81.9308,15861.0,63.25582562779573,34.99411,-81.241982
27413,28168,Vale,NC,35.545918,-81.42942,10230.0,63.69404863757956,34.99411,-81.241982
27812,29015,Blair,SC,34.428672999999996,-81.35898,1738.0,63.79674648549507,34.99411,-81.241982
15916,29178,Whitmire,SC,34.502577,-81.60777,3377.0,64.08386107300151,34.99411,-81.241982
4210,28112,Monroe,NC,34.936388,-80.5382,26311.0,64.4720600958378,34.99411,-81.241982
14843,28075,Harrisburg,NC,35.335294,-80.6633,16143.0,64.87682466186757,34.99411,-81.241982
6200,28650,Maiden,NC,35.575784999999996,-81.18843000000001,11883.0,64.88205713664432,34.99411,-81.241982
2697,29303,Spartanburg,SC,34.980636,-81.95665,25058.0,65.14351372845255,34.99411,-81.241982
29423,29376,Roebuck,SC,34.856283000000005,-81.95444,6909.0,66.75821227228143,34.99411,-81.241982
4801,29316,Spartanburg,SC,35.033903,-81.97413,22281.0,66.84416886922831,34.99411,-81.241982
28593,29058,Heath Springs,SC,34.588328999999995,-80.70107,4746.0,66.9215710466284,34.99411,-81.241982
24226,28036,Davidson,NC,35.490772,-80.82576,14654.0,66.94405763869922,34.99411,-81.241982
2753,29346,Glendale,SC,35.044719,-81.977324,307.0,67.22012025104885,34.99411,-81.241982
25852,28043,Forest City,NC,35.317602,-81.86721999999999,21055.0,67.28781792475839,34.99411,-81.241982
31545,28020,Casar,NC,35.518637,-81.62728,2322.0,68.03375292075373,34.99411,-81.241982
18207,29301,Spartanburg,SC,34.940921,-81.98682,31051.0,68.14933111045896,34.99411,-81.241982
2698,29368,Mayo,SC,34.949241,-81.990216,68.0,68.38049799151862,34.99411,-81.241982
23916,29320,Arcadia,SC,34.957898,-81.99252,530.0,68.52299610244376,34.99411,-81.241982
24121,29331,Cross Anchor,SC,34.638315000000006,-81.85674499999999,142.0,68.68587142075464,34.99411,-81.241982
19071,28673,Sherrills Ford,NC,35.589022,-80.99325999999999,5919.0,69.91867201490072,34.99411,-81.241982
3253,28682,Terrell,NC,35.585074,-80.96141,1129.0,70.4959406687757,34.99411,-81.241982
4238,28018,Bostic,NC,35.441168,-81.7995,5562.0,70.98819001407894,34.99411,-81.241982
25613,29180,Winnsboro,SC,34.369440999999995,-81.08218000000001,14267.0,71.00257016330201,34.99411,-81.241982
6944,29338,Fingerville,SC,35.136333,-82.00328,85.0,71.09189423800802,34.99411,-81.241982
13408,28107,Midland,NC,35.247181,-80.52363000000001,6422.0,71.1593900915817,34.99411,-81.241982
19761,29335,Enoree,SC,34.660137,-81.90924,5654.0,71.35649455169732,34.99411,-81.241982
6812,28027,Concord,NC,35.405636,-80.63823000000001,55435.0,71.46013455127591,34.99411,-81.241982
28938,28117,Mooresville,NC,35.571827,-80.89228,35454.0,71.67598916849626,34.99411,-81.241982
1361,29369,Moore,SC,34.865445,-82.02018000000001,13044.0,72.39411232826876,34.99411,-81.241982
9180,29074,Liberty Hill,SC,34.450789,-80.79844,241.0,72.77665806019243,34.99411,-81.241982
24635,28174,Wingate,NC,34.981605,-80.44305,8608.0,72.81789809134995,34.99411,-81.241982
18807,28658,Newton,NC,35.653437,-81.23443,27022.0,73.3400345711328,34.99411,-81.241982
7600,28160,Spindale,NC,35.360535999999996,-81.92506,3929.0,74.28254155861539,34.99411,-81.241982
27260,29349,Inman,SC,35.061431,-82.07523,30129.0,76.26318323568734,34.99411,-81.241982
20555,28025,Concord,NC,35.400407,-80.56574,49160.0,76.29155779809074,34.99411,-81.241982
13086,28115,Mooresville,NC,35.584157,-80.80258,34339.0,76.8041684586527,34.99411,-81.241982
11487,29385,Wellford,SC,34.954729,-82.09312,7221.0,77.69828123489692,34.99411,-81.241982
4512,29065,Jenkinsville,SC,34.295632,-81.30068,677.0,77.87704193988823,34.99411,-81.241982
16209,29377,Startex,SC,34.935828,-82.09514,761.0,78.03751232510433,34.99411,-81.241982
28005,29388,Woodruff,SC,34.758703000000004,-82.0483,14470.0,78.09774024205227,34.99411,-81.241982
24863,28081,Kannapolis,NC,35.499521,-80.64447,25190.0,78.14263220608255,34.99411,-81.241982
12722,29126,Pomaria,SC,34.305501,-81.4218,2267.0,78.34116900842922,34.99411,-81.241982
14434,28139,Rutherfordton,NC,35.361333,-81.98376999999999,20111.0,78.84501922100101,34.99411,-81.241982
23583,28609,Catawba,NC,35.689806,-81.06694,5864.0,78.9950823357928,34.99411,-81.241982
31907,28602,Hickory,NC,35.70701,-81.3534,28981.0,79.93738496297293,34.99411,-81.241982
12460,28097,Locust,NC,35.267185,-80.4268,5369.0,80.13498305001437,34.99411,-81.241982
20714,28163,Stanfield,NC,35.245048,-80.4163,5233.0,80.13868544299628,34.99411,-81.241982
30770,28083,Kannapolis,NC,35.492989,-80.60293,23820.0,80.30711946430534,34.99411,-81.241982
23467,29375,Reidville,SC,34.862432,-82.11066,95.0,80.56049477006351,34.99411,-81.241982
9346,29067,Kershaw,SC,34.545825,-80.54807,10949.0,80.66031978688906,34.99411,-81.241982
7862,28103,Marshville,NC,34.99545,-80.35635,10311.0,80.69862348295838,34.99411,-81.241982
2803,29130,Ridgeway,SC,34.328826,-80.88762,6655.0,80.78965420641433,34.99411,-81.241982
19475,28613,Conover,NC,35.720227,-81.21466,22759.0,80.80389222246349,34.99411,-81.241982
3776,29325,Clinton,SC,34.470115,-81.86761,15222.0,81.65530883952238,34.99411,-81.241982
15739,29334,Duncan,SC,34.915071000000005,-82.13322,11331.0,81.72339641320296,34.99411,-81.241982
357,28612,Connellys Springs,NC,35.693787,-81.51726,12397.0,81.73430458783132,34.99411,-81.241982
4670,28610,Claremont,NC,35.725163,-81.14279,9913.0,81.81120239160218,34.99411,-81.241982
10309,28637,Hildebran,NC,35.718432,-81.41878,1746.0,82.14703320212136,34.99411,-81.241982
30084,29365,Lyman,SC,34.96589,-82.14541,10146.0,82.39471349520208,34.99411,-81.241982
11438,29351,Joanna,SC,34.415818,-81.8106,1563.0,82.7099368013608,34.99411,-81.241982
1816,29322,Campobello,SC,35.109207,-82.141,8781.0,82.85621751888895,34.99411,-81.241982
23798,28166,Troutman,NC,35.687365,-80.88715,8619.0,83.56157457095459,34.99411,-81.241982
1408,28088,Landis,NC,35.543639,-80.61166999999999,2862.0,83.74129004610893,34.99411,-81.241982
8374,29122,Peak,SC,34.242847999999995,-81.32649,54.0,83.92002244497957,34.99411,-81.241982
16915,28666,Icard,NC,35.726966,-81.47238,368.0,84.15192868232384,34.99411,-81.241982
19725,28167,Union Mills,NC,35.489020000000004,-81.95039,2362.0,84.68667338042422,34.99411,-81.241982
18804,29175,Westville,SC,34.443733,-80.60138,378.0,84.72180660127464,34.99411,-81.241982
11437,28601,Hickory,NC,35.759932,-81.33012,50026.0,85.55646690516,34.99411,-81.241982
26322,29108,Newberry,SC,34.282877,-81.61641,20469.0,86.21221558724659,34.99411,-81.241982
17684,28023,China Grove,NC,35.567189,-80.59116,14175.0,86.92160039596683,34.99411,-81.241982
16392,28129,Oakboro,NC,35.232541999999995,-80.33123,5399.0,87.00728397429883,34.99411,-81.241982
26001,28690,Valdese,NC,35.740368,-81.56804,9295.0,88.11721664441309,34.99411,-81.241982
22931,28124,Mount Pleasant,NC,35.407499,-80.41228000000001,6622.0,88.32375512734004,34.99411,-81.241982
793,29355,Kinards,SC,34.338289,-81.78674000000001,810.0,88.34522365062877,34.99411,-81.241982
3544,28671,Rutherford College,NC,35.753766999999996,-81.53545,597.0,88.58930069306106,34.99411,-81.241982
11736,28667,Rhodhiss,NC,35.777241,-81.43023000000001,559.0,88.76442664444926,34.99411,-81.241982
3538,28125,Mount Ulla,NC,35.664696,-80.71056,2525.0,88.82037570070945,34.99411,-81.241982
14235,29651,Greer,SC,34.937356,-82.22117,42844.0,89.47782051499769,34.99411,-81.241982
24631,29360,Laurens,SC,34.503167,-82.02271,20977.0,89.85074876493226,34.99411,-81.241982
520,29075,Little Mountain,SC,34.194914000000004,-81.39016,2963.0,89.92383252508758,34.99411,-81.241982
14200,28722,Columbus,NC,35.248689,-82.18160999999999,6371.0,90.05356785594665,34.99411,-81.241982
11894,29356,Landrum,SC,35.15617,-82.22045,8074.0,90.87563251486566,34.99411,-81.241982
28175,28619,Drexel,NC,35.75779,-81.60359,1520.0,91.05486179681772,34.99411,-81.241982
31908,28677,Statesville,NC,35.765719,-80.8981,32940.0,91.31616904292848,34.99411,-81.241982
8722,29016,Blythewood,SC,34.200041999999996,-80.98653,16393.0,91.36835863085517,34.99411,-81.241982
4146,29645,Gray Court,SC,34.601310999999995,-82.13110999999999,9982.0,92.21804718140204,34.99411,-81.241982
16293,28782,Tryon,NC,35.221428,-82.21712,6584.0,92.26338721888018,34.99411,-81.241982
12,29650,Greer,SC,34.911469,-82.25178000000001,32632.0,92.5173033104911,34.99411,-81.241982
17477,28630,Granite Falls,NC,35.811919,-81.43478,20041.0,92.62889993512749,34.99411,-81.241982
23770,28756,Mill Spring,NC,35.336523,-82.18313,4504.0,93.67027210005328,34.99411,-81.241982
26272,28655,Morganton,NC,35.742752,-81.71625,54996.0,93.7257257716815,34.99411,-81.241982
4513,29644,Fountain Inn,SC,34.681278999999996,-82.19731999999999,18578.0,93.90150149963961,34.99411,-81.241982
18730,29681,Simpsonville,SC,34.762693,-82.24512,46979.0,95.08551306673631,34.99411,-81.241982
23132,28138,Rockwell,NC,35.536561,-80.42959,10495.0,95.30906062662658,34.99411,-81.241982
5175,28647,Linville Falls,NC,35.779182,-81.675545,89.0,95.76574731961819,34.99411,-81.241982
5818,28761,Nebo,NC,35.666253999999995,-81.90629,7816.0,96.03802182837512,34.99411,-81.241982
11700,28628,Glen Alpine,NC,35.721174,-81.817998,479.0,96.28295351456553,34.99411,-81.241982
1193,28678,Stony Point,NC,35.846848,-81.05152,5226.0,96.40820088831248,34.99411,-81.241982
23914,28638,Hudson,NC,35.840553,-81.48192,12302.0,96.62916106409162,34.99411,-81.241982
26466,29036,Chapin,SC,34.128997999999996,-81.33821999999999,19140.0,96.62919306330498,34.99411,-81.241982
28414,27013,Cleveland,NC,35.73956,-80.69407,6057.0,96.66890673179722,34.99411,-81.241982
18997,29370,Mountville,SC,34.367183000000004,-81.9768,1045.0,96.85086223276272,34.99411,-81.241982
26289,29127,Prosperity,SC,34.148540000000004,-81.51100000000001,8333.0,97.22628278508785,34.99411,-81.241982
5619,29063,Irmo,SC,34.120487,-81.19686,32717.0,97.26080581763352,34.99411,-81.241982
28415,28147,Salisbury,NC,35.665362,-80.54673000000001,24697.0,97.7493796587184,34.99411,-81.241982
14765,29145,Silverstreet,SC,34.215881,-81.75318,837.0,98.40368658025346,34.99411,-81.241982
32463,29687,Taylors,SC,34.935635999999995,-82.32238000000001,39561.0,98.69583233884646,34.99411,-81.241982
3805,29615,Greenville,SC,34.866801,-82.31739,35151.0,99.08465345129402,34.99411,-81.241982
7741,28746,Lake Lure,NC,35.451314,-82.185,2388.0,99.64158218501929,34.99411,-81.241982
26552,29045,Elgin,SC,34.1699,-80.81448,21871.0,99.6856820524295,34.99411,-81.241982
22853,28625,Statesville,NC,35.840579,-80.87988,36189.0,99.70979199682189,34.99411,-81.241982
2681,29662,Mauldin,SC,34.774657,-82.30431999999999,15090.0,99.956273768372,34.99411,-81.241982
6766,28072,Granite Quarry,NC,35.614965999999995,-80.44198,1357.0,100.21155476751058,34.99411,-81.241982
25298,29680,Simpsonville,SC,34.709869,-82.28385,27285.0,100.2173517307835,34.99411,-81.241982
20103,29229,Columbia,SC,34.139511,-80.88783000000001,44229.0,100.43904081569889,34.99411,-81.241982
16184,29078,Lugoff,SC,34.204467,-80.70776,15293.0,100.53236473863737,34.99411,-81.241982
10992,28146,Salisbury,NC,35.614422,-80.43115,27614.0,100.88498922010528,34.99411,-81.241982
8491,28071,Gold Hill,NC,35.513974,-80.32779000000001,2802.0,101.18565493806425,34.99411,-81.241982
3572,29607,Greenville,SC,34.825592,-82.34099,34487.0,101.98216302824285,34.99411,-81.241982
18939,29212,Columbia,SC,34.075611,-81.17611,28798.0,102.34262069008466,34.99411,-81.241982
14483,28681,Taylorsville,NC,35.914275,-81.2083,25910.0,102.39528450140197,34.99411,-81.241982
4239,28109,Misenheimer,NC,35.485703,-80.28811,387.0,102.46419638925592,34.99411,-81.241982
30727,28128,Norwood,NC,35.228831,-80.15214,7476.0,102.54318295356582,34.99411,-81.241982
16887,28001,Albemarle,NC,35.351477,-80.19879,26760.0,102.8402457515668,34.99411,-81.241982
16818,29614,Greenville,SC,34.872423,-82.362585,2720.0,103.07792665252815,34.99411,-81.241982
22527,28720,Chimney Rock,NC,35.436893,-82.241744,114.0,103.34179854375269,34.99411,-81.241982
7248,28144,Salisbury,NC,35.679639,-80.46645,24734.0,103.75930469655148,34.99411,-81.241982
22099,28773,Saluda,NC,35.23899,-82.34408,3378.0,103.90638562421617,34.99411,-81.241982
3662,28039,East Spencer,NC,35.677889,-80.44593,116.0,104.89024636439613,34.99411,-81.241982
18230,28636,Hiddenite,NC,35.928486,-81.07441,5522.0,105.03339680279996,34.99411,-81.241982
10048,29203,Columbia,SC,34.066271,-81.02492,39843.0,105.10252239909366,34.99411,-81.241982
28641,29223,Columbia,SC,34.084069,-80.93285999999999,50141.0,105.111355250353,34.99411,-81.241982
107,29332,Cross Hill,SC,34.270773999999996,-81.98276,2435.0,105.21187730529826,34.99411,-81.241982
32572,28137,Richfield,NC,35.49326,-80.25524,3120.0,105.43821497984096,34.99411,-81.241982
18188,29609,Greenville,SC,34.889216999999995,-82.39364,27722.0,105.65265556176618,34.99411,-81.241982
12094,27054,Woodleaf,NC,35.787743,-80.59376999999999,2567.0,106.05312524327282,34.99411,-81.241982
5062,28752,Marion,NC,35.709123999999996,-82.01719,30600.0,106.16469876340142,34.99411,-81.241982
21603,29037,Chappells,SC,34.188584000000006,-81.87043,824.0,106.4855872020852,34.99411,-81.241982
24709,29210,Columbia,SC,34.041646,-81.10624,40356.0,106.67029004156221,34.99411,-81.241982
18502,28159,Spencer,NC,35.693339,-80.4342,3108.0,106.86523736490192,34.99411,-81.241982
13785,29384,Waterloo,SC,34.323605,-82.08325,3945.0,107.17426727627769,34.99411,-81.241982
32319,29605,Greenville,SC,34.798035,-82.39289000000001,34414.0,107.23746733838867,34.99411,-81.241982
5574,29601,Greenville,SC,34.848301,-82.40578000000001,10550.0,107.37174105065395,34.99411,-81.241982
4511,28645,Lenoir,NC,35.934783,-81.54476,47703.0,108.16644546951827,34.99411,-81.241982
7952,29690,Travelers Rest,SC,35.018511,-82.43224000000001,20914.0,108.47429238959552,34.99411,-81.241982
28957,29613,Greenville,SC,34.924876,-82.433132,2334.0,108.85639056933486,34.99411,-81.241982
7246,29206,Columbia,SC,34.037557,-80.96024,17788.0,109.48557303982052,34.99411,-81.241982
18652,29204,Columbia,SC,34.027955,-81.00008000000001,19952.0,109.72845260741525,34.99411,-81.241982
8086,29202,Columbia,SC,34.022921000000004,-81.02886,135.0,109.77709366675762,34.99411,-81.241982
931,27014,Cooleemee,NC,35.812635,-80.55724000000001,840.0,110.19483273197521,34.99411,-81.241982
521,29617,Greenville,SC,34.897828999999994,-82.447,25685.0,110.38665560379461,34.99411,-81.241982
24440,28762,Old Fort,NC,35.625414,-82.18229000000001,6857.0,110.52226547770485,34.99411,-81.241982
2677,29611,Greenville,SC,34.840717,-82.44234,28799.0,110.80066398046965,34.99411,-81.241982
25245,28127,New London,NC,35.463024,-80.1649,7594.0,110.89282006701352,34.99411,-81.241982
24152,28731,Flat Rock,NC,35.270682,-82.41515,7778.0,111.06356711774527,34.99411,-81.241982
10502,29072,Lexington,SC,33.991362,-81.25046999999999,49566.0,111.53820700765351,34.99411,-81.241982
25614,29207,Columbia,SC,34.021442,-80.94144,11592.0,111.64149022956013,34.99411,-81.241982
8190,28726,East Flat Rock,NC,35.280702000000005,-82.41834,3203.0,111.64916320811162,34.99411,-81.241982
7647,29692,Ware Shoals,SC,34.404534999999996,-82.23850999999999,4856.0,112.27190953191356,34.99411,-81.241982
7950,29201,Columbia,SC,33.998453999999995,-81.03519,20594.0,112.35730525613295,34.99411,-81.241982
16084,29169,West Columbia,SC,33.990952,-81.08955999999999,22845.0,112.45258805041942,34.99411,-81.241982
18601,28009,Badin,NC,35.40846,-80.11171,1121.0,112.59349624053723,34.99411,-81.241982
29415,29147,State Park,SC,34.005992,-80.970766,0.0,112.6848570682692,34.99411,-81.241982
6395,29225,Columbia,SC,34.005992,-80.970766,1228.0,112.6848570682692,34.99411,-81.241982
834,29208,Columbia,SC,33.993705,-81.019913,695.0,113.12170849057308,34.99411,-81.241982
30136,29205,Columbia,SC,33.990555,-80.99826,24822.0,113.83933857918255,34.99411,-81.241982
8721,28660,Olin,NC,35.970599,-80.86439,2249.0,113.87150055576845,34.99411,-81.241982
19104,28792,Hendersonville,NC,35.353837,-82.41625,32689.0,114.01496852615395,34.99411,-81.241982
30998,28735,Gerton,NC,35.478887,-82.34855,256.0,114.07857170843619,34.99411,-81.241982
15178,29683,Slater,SC,35.031252,-82.49425,291.0,114.15567126527465,34.99411,-81.241982
16879,28790,Zirconia,NC,35.202275,-82.47156,3205.0,114.26695887291265,34.99411,-81.241982
31094,29673,Piedmont,SC,34.723172999999996,-82.4565,25348.0,114.87316646661972,34.99411,-81.241982
19205,27299,Linwood,NC,35.752578,-80.37586999999999,5190.0,115.2722375208866,34.99411,-81.241982
22528,29033,Cayce,SC,33.964753,-81.06618,11603.0,115.62424967238661,34.99411,-81.241982
9232,29669,Pelzer,SC,34.646501,-82.44077,12387.0,116.0925806261819,34.99411,-81.241982
14764,29054,Gilbert,SC,33.947764,-81.3823,9612.0,117.09395057887701,34.99411,-81.241982
13909,29661,Marietta,SC,35.048312,-82.52726,5648.0,117.2309502109786,34.99411,-81.241982
140,29666,Ninety Six,SC,34.14606,-82.00203,6590.0,117.2330698548672,34.99411,-81.241982
8606,29170,West Columbia,SC,33.943251000000004,-81.14142,19988.0,117.25005355555768,34.99411,-81.241982
28298,29209,Columbia,SC,33.968011,-80.93844,33324.0,117.47692375023237,34.99411,-81.241982
6781,28634,Harmony,NC,35.97991,-80.77085,5225.0,117.6596557323283,34.99411,-81.241982
11156,29138,Saluda,SC,34.029635,-81.77579,10883.0,117.90779631412029,34.99411,-81.241982
19329,28606,Boomer,NC,36.058853000000006,-81.30497,2158.0,118.56835806087129,34.99411,-81.241982
1187,28730,Fairview,NC,35.526686,-82.37541999999999,9133.0,118.76884495906563,34.99411,-81.241982
389,28711,Black Mountain,NC,35.605146000000005,-82.31665,13209.0,118.89684908444707,34.99411,-81.241982
5673,29649,Greenwood,SC,34.225871999999995,-82.15614000000001,26235.0,119.6044055513989,34.99411,-81.241982
3811,27028,Mocksville,NC,35.920477000000005,-80.57143,25839.0,119.6157431973212,34.99411,-81.241982
1194,28689,Union Grove,NC,36.03559,-80.91265,1712.0,119.61909946082517,34.99411,-81.241982
13805,28739,Hendersonville,NC,35.290454,-82.50652,19786.0,119.64564476523702,34.99411,-81.241982
30331,29073,Lexington,SC,33.917812,-81.21854,40775.0,119.73575019383652,34.99411,-81.241982
5547,29070,Leesville,SC,33.931278999999996,-81.465,15330.0,119.97457292980162,34.99411,-81.241982
20967,28654,Moravian Falls,NC,36.073489,-81.16056,3495.0,120.28512416074986,34.99411,-81.241982
27317,29653,Hodges,SC,34.286915,-82.23671999999999,4811.0,120.30760316277198,34.99411,-81.241982
2026,28757,Montreat,NC,35.646373,-82.29968000000001,280.0,120.32415324537226,34.99411,-81.241982
28472,28791,Hendersonville,NC,35.345487,-82.49673,14171.0,120.59529020503965,34.99411,-81.241982
25848,29654,Honea Path,SC,34.45451,-82.38755,9937.0,120.70614129082175,34.99411,-81.241982
24210,28611,Collettsville,NC,36.009373,-81.73139,885.0,121.31149187291456,34.99411,-81.241982
32320,29638,Donalds,SC,34.370703000000006,-82.33426999999999,2944.0,121.61182106136343,34.99411,-81.241982
23677,28749,Little Switzerland,NC,35.849371999999995,-82.07899,50.0,121.67790153756542,34.99411,-81.241982
30921,29172,West Columbia,SC,33.902215999999996,-81.08256,9293.0,122.32826345307677,34.99411,-81.241982
6267,29697,Williamston,SC,34.622494,-82.50551,12207.0,122.57294592310633,34.99411,-81.241982
23795,29642,Easley,SC,34.789884,-82.56459,29561.0,122.78569689154845,34.99411,-81.241982
12024,28732,Fletcher,NC,35.437611,-82.48999,16491.0,123.67333116114135,34.99411,-81.241982
22131,29646,Greenwood,SC,34.169781,-82.15474,28159.0,124.07110403967694,34.99411,-81.241982
13994,29640,Easley,SC,34.849655,-82.59365,30574.0,124.31526197806551,34.99411,-81.241982
10133,27239,Denton,NC,35.618434,-80.10517,9079.0,124.37961604899475,34.99411,-81.241982
24988,29061,Hopkins,SC,33.920721,-80.84535,13717.0,124.8112003338423,34.99411,-81.241982
331,28624,Ferguson,NC,36.110425,-81.42262,1639.0,125.23886467007674,34.99411,-81.241982
19103,28778,Swannanoa,NC,35.60243,-82.40531,10381.0,125.42308694572051,34.99411,-81.241982
27144,29627,Belton,SC,34.517231,-82.49053,18367.0,125.82454221580723,34.99411,-81.241982
10012,27292,Lexington,NC,35.775789,-80.23174,39787.0,126.30127466080044,34.99411,-81.241982
11327,29635,Cleveland,SC,35.084282,-82.62565,1254.0,126.40879885264465,34.99411,-81.241982
10501,28777,Spruce Pine,NC,35.910932,-82.07366,10638.0,126.79795882878356,34.99411,-81.241982
13639,28662,Pineola,NC,36.023359,-81.84888000000001,140.0,126.98740955414344,34.99411,-81.241982
3134,28718,Cedar Mountain,NC,35.154193,-82.62465999999999,553.0,127.11939300441223,34.99411,-81.241982
9163,28697,Wilkesboro,NC,36.136990999999995,-81.17461999999999,12930.0,127.2684777916708,34.99411,-81.241982
12829,29006,Batesburg,SC,33.872503,-81.55245,9565.0,127.96597934361169,34.99411,-81.241982
9451,29166,Ward,SC,33.90529,-81.70607,904.0,128.37173938851797,34.99411,-81.241982
8453,28729,Etowah,NC,35.311112,-82.60288,2894.0,128.6887762301107,34.99411,-81.241982
28111,28704,Arden,NC,35.459869,-82.54142,18821.0,128.93219747923098,34.99411,-81.241982
25970,27295,Lexington,NC,35.856896,-80.28961,37211.0,129.07618646671457,34.99411,-81.241982
25095,27006,Advance,NC,35.954679,-80.44131999999999,14150.0,129.13301271085138,34.99411,-81.241982
19423,28766,Penrose,NC,35.264303000000005,-82.62357,1262.0,129.2251306701867,34.99411,-81.241982
5348,29639,Due West,SC,34.325575,-82.4023,1742.0,129.61042521341426,34.99411,-81.241982
27192,29053,Gaston,SC,33.830405,-81.09219,18830.0,130.16644359774992,34.99411,-81.241982
13640,29044,Eastover,SC,33.911025,-80.70156999999999,5652.0,130.26891206278503,34.99411,-81.241982
28741,28616,Crossnore,NC,36.024252000000004,-81.92693,493.0,130.28839386923445,34.99411,-81.241982
9775,28742,Horse Shoe,NC,35.362016,-82.60353,2710.0,130.37313947740606,34.99411,-81.241982
25851,27020,Hamptonville,NC,36.115196000000005,-80.81872,6421.0,130.44754254549247,34.99411,-81.241982
18970,28659,North Wilkesboro,NC,36.169604,-81.11615,21134.0,131.2445165709874,34.99411,-81.241982
27047,28803,Asheville,NC,35.54179,-82.52306999999999,28693.0,131.32402511046084,34.99411,-81.241982
5063,28805,Asheville,NC,35.599363000000004,-82.50007,17620.0,132.57551629325388,34.99411,-81.241982
31171,28646,Linville,NC,36.073202,-81.87177,342.0,132.87569403108208,34.99411,-81.241982
14919,28605,Blowing Rock,NC,36.133083,-81.68783,3412.0,132.95516070044323,34.99411,-81.241982
27596,29105,Monetta,SC,33.831118,-81.59772,1514.0,133.41431625060255,34.99411,-81.241982
1953,28657,Newland,NC,36.049347999999995,-81.94286,9488.0,133.42508058116368,34.99411,-81.241982
21918,28768,Pisgah Forest,NC,35.272331,-82.67373,6813.0,133.8644957153995,34.99411,-81.241982
